Willingness to take vaccine,Gender,Age,Education,Race,Financial Status,State,Census Region
yes,Female,25-44,Highschool,White,Middle class,Arkansas,West South Central
no,Female,25-44,Highschool,White,Middle class,North Carolina,South Atlantic
yes,Male,45-60,Graduate,White,Upper middle class,Colorado,Mountain
yes,Male,>70,Masters,White,Upper middle class,Oregon,Pacific
yes,Female,25-44,Undergraduate,White,Middle class,Washington,Pacific
no,Male,25-44,Undergraduate,Other,Middle class,Alaska,Pacific
yes,Female,45-60,Graduate,White,Upper middle class,New York,Mid-Atlantic
no,Female,45-60,Highschool,White,Middle class,Washington,Pacific
yes,Female,61-70,Highschool,White,Middle class,Maryland,South Atlantic
yes,Male,45-60,Undergraduate,White,Middle class,Missouri,West North Central
yes,Female,61-70,Graduate,White,Middle class,Wisconsin,East North Central
no,Male,45-60,Highschool,White,Middle class,Ohio,East North Central
no,Female,45-60,Undergraduate,White,Middle class,North Carolina,South Atlantic
yes,Male,61-70,Masters,White,Middle class,Kentucky,East South Central
yes,Male,25-44,Graduate,Asian,Middle class,Georgia,South Atlantic
yes,Female,18-24,Undergraduate,White,Middle class,New York,Mid-Atlantic
yes,Female,45-60,Highschool,White,Middle class,Ohio,East North Central
no,Male,25-44,Masters,Black,Middle class,Ohio,East North Central
no,Female,25-44,Undergraduate,White,Middle class,Tennessee,East South Central
yes,Male,45-60,Highschool,White,Upper middle class,North Carolina,South Atlantic
no,Male,45-60,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Male,25-44,Graduate,White,Middle class,Ohio,East North Central
yes,Male,>70,Masters,White,Middle class,New York,Mid-Atlantic
yes,Female,18-24,Highschool,White,Middle class,Illinois,East North Central
yes,Female,61-70,Highschool,Hispanic,Middle class,Iowa,West North Central
yes,Female,25-44,Masters,Hispanic,Middle class,Georgia,South Atlantic
yes,Female,61-70,Masters,White,Middle class,Tennessee,East South Central
yes,Male,61-70,Undergraduate,White,Upper middle class,Kansas,West North Central
yes,Female,61-70,Masters,White,Middle class,Tennessee,East South Central
yes,Female,61-70,Highschool,White,Middle class,Virginia,South Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,Arkansas,West South Central
yes,Female,18-24,Undergraduate,White,Middle class,Wisconsin,East North Central
yes,Male,61-70,Middle school or less,White,Wealthy,Minnesota,West North Central
yes,Female,18-24,Highschool,White,Wealthy,Ohio,East North Central
yes,Female,25-44,Graduate,Other,Upper middle class,California,Pacific
no,Female,25-44,Middle school or less,Black,Lower middle class/poor,Ohio,East North Central
yes,Female,45-60,Highschool,Other,Lower middle class/poor,California,Pacific
yes,Female,25-44,Highschool,White,Middle class,Virginia,South Atlantic
yes,Male,>70,Graduate,White,Wealthy,Missouri,West North Central
yes,Female,25-44,Masters,White,Middle class,Illinois,East North Central
yes,Female,18-24,Highschool,White,Middle class,Massachusetts,New England
yes,Male,>70,Highschool,White,Middle class,California,Pacific
yes,Female,45-60,Masters,White,Middle class,Georgia,South Atlantic
yes,Male,25-44,Graduate,White,Middle class,Michigan,East North Central
no,Female,45-60,Undergraduate,Hispanic,Upper middle class,Tennessee,East South Central
no,Female,>70,Highschool,Black,Middle class,Arkansas,West South Central
yes,Female,25-44,Graduate,White,Middle class,North Dakota,West North Central
no,Female,45-60,Masters,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Middle class,Wisconsin,East North Central
yes,Female,25-44,Graduate,White,Middle class,Kentucky,East South Central
yes,Female,25-44,Highschool,Black,Middle class,Ohio,East North Central
yes,Female,>70,Middle school or less,Other,Lower middle class/poor,Georgia,South Atlantic
no,Male,61-70,Undergraduate,White,Middle class,Missouri,West North Central
yes,Female,45-60,Graduate,White,Middle class,Oklahoma,West South Central
no,Female,25-44,Highschool,White,Wealthy,Tennessee,East South Central
yes,Male,>70,Undergraduate,White,Middle class,Ohio,East North Central
yes,Female,45-60,Graduate,White,Middle class,South Carolina,South Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Vermont,New England
no,Female,45-60,Middle school or less,White,Lower middle class/poor,Ohio,East North Central
yes,Female,61-70,Graduate,White,Upper middle class,Connecticut,New England
yes,Male,25-44,Highschool,White,Middle class,Ohio,East North Central
no,Male,45-60,Highschool,White,Middle class,Ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,New York,Mid-Atlantic
yes,Male,45-60,Highschool,White,Middle class,Texas,West South Central
yes,Female,25-44,Graduate,White,Middle class,Ohio,East North Central
yes,Female,>70,Highschool,White,Middle class,Florida,South Atlantic
yes,Female,45-60,Graduate,White,Middle class,Alabama,East South Central
yes,Female,25-44,Undergraduate,Black,Middle class,Ohio,East North Central
yes,Female,61-70,Undergraduate,White,Middle class,New York,Mid-Atlantic
no,Male,25-44,Undergraduate,White,Middle class,Ohio,East North Central
yes,Male,61-70,Graduate,White,Upper middle class,Ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,Alabama,East South Central
yes,Female,45-60,Undergraduate,White,Middle class,Alabama,East South Central
yes,Female,25-44,Graduate,Other,Middle class,Missouri,West North Central
no,Female,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Masters,White,Upper middle class,Illinois,East North Central
yes,Female,45-60,Highschool,White,Middle class,Ohio,East North Central
yes,Female,25-44,Undergraduate,White,Middle class,North Carolina,South Atlantic
yes,Male,>70,Highschool,White,Middle class,Alabama,East South Central
yes,Female,45-60,Middle school or less,Other,Middle class,Ohio,East North Central
yes,Female,25-44,Undergraduate,White,Middle class,Minnesota,West North Central
yes,Female,45-60,Masters,White,Upper middle class,Ohio,East North Central
yes,Female,25-44,Graduate,Asian,Middle class,New Jersey,Mid-Atlantic
yes,Male,>70,Undergraduate,White,Middle class,Maine,New England
yes,Female,25-44,Masters,White,Middle class,South Carolina,South Atlantic
yes,Male,61-70,Graduate,White,Middle class,Minnesota,West North Central
yes,Female,25-44,Graduate,White,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,Kentucky,East South Central
yes,Female,25-44,Undergraduate,White,Lower middle class/poor,Arizona,Mountain
yes,Female,25-44,Graduate,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Masters,White,Upper middle class,Utah,Mountain
yes,Female,61-70,Undergraduate,White,Middle class,Wisconsin,East North Central
yes,Female,25-44,Highschool,White,Upper middle class,Illinois,East North Central
yes,Female,25-44,Graduate,White,Middle class,Iowa,West North Central
yes,Female,25-44,Undergraduate,White,Middle class,North Carolina,South Atlantic
yes,Female,>70,Middle school or less,White,Middle class,Utah,Mountain
yes,Female,25-44,Undergraduate,White,Middle class,Georgia,South Atlantic
yes,Female,25-44,Highschool,White,Middle class,Tennessee,East South Central
no,Female,61-70,Highschool,Black,Middle class,Alabama,East South Central
yes,Female,25-44,Graduate,White,Upper middle class,Ohio,East North Central
yes,Female,>70,Graduate,White,Middle class,Nevada,Mountain
yes,Female,45-60,Graduate,Asian,Middle class,Maryland,South Atlantic
yes,Female,45-60,Masters,White,Upper middle class,South Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,New York,Mid-Atlantic
no,Female,25-44,Undergraduate,White,Middle class,Alabama,East South Central
yes,Female,45-60,Highschool,Black,Middle class,Texas,West South Central
yes,Female,25-44,Highschool,White,Middle class,Missouri,West North Central
yes,Male,>70,Masters,White,Upper middle class,Kentucky,East South Central
yes,Female,25-44,Highschool,White,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Middle class,Texas,West South Central
yes,Female,45-60,Undergraduate,White,Wealthy,Virginia,South Atlantic
yes,Female,45-60,Undergraduate,Asian,Middle class,Ohio,East North Central
yes,Female,25-44,Highschool,White,Middle class,Ohio,East North Central
yes,Female,61-70,Graduate,White,Upper middle class,Massachusetts,New England
yes,Male,>70,Masters,White,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,Maryland,South Atlantic
yes,Female,25-44,Masters,White,Middle class,Ohio,East North Central
yes,Female,25-44,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,45-60,Undergraduate,White,Upper middle class,Maryland,South Atlantic
yes,Female,61-70,Masters,White,Upper middle class,New Hampshire,New England
yes,Female,25-44,Graduate,Other,Middle class,Wisconsin,East North Central
yes,Female,61-70,Highschool,White,Middle class,Tennessee,East South Central
no,Female,45-60,Undergraduate,White,Middle class,Florida,South Atlantic
yes,Male,45-60,Undergraduate,White,Middle class,New Jersey,Mid-Atlantic
yes,Female,45-60,Graduate,White,Upper middle class,California,Pacific
yes,Male,61-70,Highschool,White,Upper middle class,Virginia,South Atlantic
yes,Male,45-60,Middle school or less,White,Middle class,Tennessee,East South Central
yes,Female,45-60,Masters,White,Wealthy,Ohio,East North Central
yes,Female,18-24,Undergraduate,White,Upper middle class,Colorado,Mountain
yes,Female,45-60,Masters,White,Upper middle class,New York,Mid-Atlantic
yes,Female,18-24,Highschool,White,Middle class,New York,Mid-Atlantic
yes,Male,45-60,Graduate,Asian,Upper middle class,Pennsylvania,Mid-Atlantic
yes,Male,45-60,Graduate,White,Upper middle class,Kentucky,East South Central
yes,Female,25-44,Masters,White,Middle class,Colorado,Mountain
yes,Female,25-44,Masters,White,Upper middle class,Minnesota,West North Central
yes,Female,18-24,Highschool,White,Middle class,California,Pacific
yes,Female,18-24,Highschool,White,Wealthy,New York,Mid-Atlantic
yes,Female,61-70,Graduate,White,Middle class,California,Pacific
yes,Female,45-60,Highschool,Black,Lower middle class/poor,New York,Mid-Atlantic
yes,Female,61-70,Masters,White,Upper middle class,Arizona,Mountain
yes,Female,45-60,Highschool,White,Upper middle class,Georgia,South Atlantic
yes,Female,61-70,Undergraduate,White,Middle class,New York,Mid-Atlantic
yes,Female,45-60,Highschool,White,Middle class,Illinois,East North Central
yes,Male,>70,Graduate,Other,Middle class,Illinois,East North Central
yes,Female,61-70,Masters,White,Middle class,New York,Mid-Atlantic
yes,Female,45-60,Middle school or less,White,Lower middle class/poor,Florida,South Atlantic
yes,Female,45-60,Highschool,Black,Middle class,Tennessee,East South Central
yes,Female,25-44,Undergraduate,White,Upper middle class,New York,Mid-Atlantic
yes,Female,45-60,Graduate,Asian,Upper middle class,Massachusetts,New England
yes,Female,61-70,Masters,White,Upper middle class,Kentucky,East South Central
yes,Female,61-70,Masters,White,Middle class,Oregon,Pacific
yes,Female,61-70,Masters,Black,Middle class,DC,South Atlantic
yes,Male,61-70,Highschool,White,Middle class,Tennessee,East South Central
no,Female,25-44,Graduate,Black,Middle class,Georgia,South Atlantic
yes,Male,25-44,Masters,Asian,Middle class,California,Pacific
yes,Female,>70,Undergraduate,White,Middle class,California,Pacific
yes,Female,25-44,Highschool,White,Middle class,Missouri,West North Central
yes,Female,61-70,Graduate,White,Upper middle class,Utah,Mountain
yes,Female,25-44,Highschool,Asian,Middle class,California,Pacific
yes,Female,61-70,Graduate,White,Middle class,Tennessee,East South Central
yes,Male,61-70,Undergraduate,White,Lower middle class/poor,California,Pacific
no,Female,61-70,Undergraduate,White,Middle class,Florida,South Atlantic
yes,Male,25-44,Middle school or less,White,Lower middle class/poor,Oklahoma,West South Central
yes,Female,61-70,Highschool,White,Lower middle class/poor,Nevada,Mountain
yes,Female,45-60,Undergraduate,White,Middle class,Indiana,East North Central
yes,Female,>70,Undergraduate,Black,Middle class,Arkansas,West South Central
yes,Female,18-24,Highschool,White,Lower middle class/poor,Oregon,Pacific
yes,Female,45-60,Undergraduate,White,Lower middle class/poor,California,Pacific
yes,Female,25-44,Masters,White,Middle class,Pennsylvania,Mid-Atlantic
yes,Female,25-44,Highschool,White,Upper middle class,Kentucky,East South Central
yes,Female,18-24,Highschool,White,Middle class,Illinois,East North Central
yes,Female,25-44,Highschool,Hispanic,Lower middle class/poor,Minnesota,West North Central
yes,Male,25-44,Undergraduate,White,Middle class,Georgia,South Atlantic
yes,Male,25-44,Undergraduate,White,Wealthy,Missouri,West North Central
yes,Female,25-44,Highschool,White,Lower middle class/poor,Massachusetts,New England
yes,Male,25-44,Masters,Asian,Middle class,California,Pacific
yes,Female,>70,Masters,White,Upper middle class,California,Pacific
yes,Female,25-44,Graduate,White,Middle class,Missouri,West North Central
yes,Male,25-44,Masters,Hispanic,Upper middle class,Georgia,South Atlantic
yes,Female,61-70,Masters,White,Upper middle class,Virginia,South Atlantic
yes,Female,61-70,Graduate,White,Upper middle class,Tennessee,East South Central
yes,Female,61-70,Highschool,Other,Upper middle class,California,Pacific
yes,Female,25-44,Graduate,White,Middle class,Maryland,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Virginia,South Atlantic
no,Female,45-60,Highschool,Hispanic,Lower middle class/poor,New York,Mid-Atlantic
no,Female,25-44,Graduate,White,Middle class,California,Pacific
yes,Female,25-44,Highschool,White,Upper middle class,Vermont,New England
yes,Female,25-44,Highschool,Other,Middle class,Utah,Mountain
yes,Female,61-70,Highschool,White,Upper middle class,California,Pacific
yes,Female,25-44,Masters,White,Upper middle class,Tennessee,East South Central
yes,Male,25-44,Highschool,White,Middle class,Texas,West South Central
yes,Female,45-60,Graduate,White,Upper middle class,Utah,Mountain
no,Female,>70,Highschool,White,Lower middle class/poor,Maryland,South Atlantic
no,Male,45-60,Graduate,White,Lower middle class/poor,DC,South Atlantic
yes,Male,61-70,Undergraduate,White,Middle class,New York,Mid-Atlantic
yes,Male,61-70,Graduate,White,Middle class,Iowa,West North Central
yes,Male,61-70,Highschool,White,Upper middle class,minnesota,West North Central
yes,Male,45-60,Masters,White,Middle class,New York,Mid-Atlantic
yes,Male,61-70,Undergraduate,White,Middle class,New York,Mid-Atlantic
yes,Female,25-44,Highschool,White,Middle class,South Carolina,South Atlantic
yes,Female,25-44,Graduate,White,Middle class,Colorado,Mountain
yes,Male,25-44,Masters,White,Middle class,Utah,Mountain
yes,Female,25-44,Graduate,Hispanic,Lower middle class/poor,Ohio,East North Central
yes,Female,25-44,Graduate,White,Middle class,Massachusetts,New England
yes,Female,45-60,Undergraduate,White,Middle class,Kentucky,East South Central
yes,Female,25-44,Graduate,White,Lower middle class/poor,Missouri,West North Central
yes,Female,25-44,Highschool,White,Middle class,Colorado,Mountain
yes,Female,45-60,Graduate,Hispanic,Middle class,Tennessee,East South Central
yes,Female,25-44,Graduate,White,Middle class,Massachusetts,New England
yes,Female,45-60,Graduate,White,Middle class,Florida,South Atlantic
yes,Male,>70,Masters,White,Middle class,Colorado,Mountain
no,Female,45-60,Highschool,White,Middle class,Pennsylvania,Mid-Atlantic
